,,,,,,,,,,,,,,,,,,,,,GM_Filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,STID,Earthquake Name,Magnitude,Location,Date,Time,Mag_Type,faultType,Depth,Repi,Rfault,PGA,APKV2,VPK,DPK,SA03,SA1,SA3,Stracc,Event_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36
52,CE24648,Ridgecrest Earthquake of 05 Jul 2019,7.1,"18 km (11.3 mi) W of Searles Valley, CA",05/07/2019,20:19:53.040 PDT,MW,SS,8,127.4,-9999,0.017,0.016,1.01,0.1,0.047,0.013,0.001,0.024,38457511,GM_Z_52_1_38457511,GM_X_52_2_38457511,GM_Y_52_3_38457511,GM_X_52_4_38457511,GM_Y_52_5_38457511,GM_Y_52_6_38457511,GM_X_52_7_38457511,GM_Y_52_8_38457511,GM_Y_52_9_38457511,GM_X_52_10_38457511,GM_Y_52_11_38457511,GM_Y_52_12_38457511,,,,,,,,,,,,,,,,,,,,,,,,
52,CE24648,South El Monte Earthquake of 18 Sep 2020,4.5,"3 km (1.875 mi) WSW of South El Monte, CA",18/09/2020,23:38:46.930 PDT,MW,,16.9,167,130.6,0.08,-1,-1,-1,-1,-1,-1,0.26,38695658,GM_Z_52_1_38695658,GM_X_52_2_38695658,GM_Y_52_3_38695658,GM_X_52_4_38695658,GM_Y_52_5_38695658,GM_Y_52_6_38695658,GM_X_52_7_38695658,GM_Y_52_8_38695658,GM_Y_52_9_38695658,GM_X_52_10_38695658,GM_Y_52_11_38695658,GM_Y_52_12_38695658,,,,,,,,,,,,,,,,,,,,,,,,
53,CE24652,Northridge Earthquake of 17 Jan 1994,6.4,"Northridge, CA",17/01/1994,4:30:55 AM PST,Ml,,19,63.7,49.8,0.07,-1,-1,-1,-1,-1,-1,0.28,3144585,GM_Z_53_1_3144585,GM_Z_53_2_3144585,GM_X_53_3_3144585,GM_Y_53_4_3144585,GM_Y_53_5_3144585,GM_X_53_6_3144585,GM_Y_53_7_3144585,GM_Y_53_8_3144585,GM_X_53_9_3144585,GM_Y_53_10_3144585,GM_Y_53_11_3144585,GM_X_53_12_3144585,GM_Y_53_13_3144585,GM_Y_53_14_3144585,GM_Z_53_15_3144585,,,,,,,,,,,,,,,,,,,,,
53,CE24652,Beverly Hills Earthquake of 09 Sep 2001,4.2,"1.1 mi SE of Beverly Hills, CA",09/09/2001,4:59:18 PM PDT,Ml,,7.9,49.4,-9999,0.02,-1,-1,-1,-1,-1,-1,0.05,9703873,GM_Z_53_1_9703873,GM_Z_53_2_9703873,GM_X_53_3_9703873,GM_Y_53_4_9703873,GM_Y_53_5_9703873,GM_X_53_6_9703873,GM_Y_53_7_9703873,GM_Y_53_8_9703873,GM_X_53_9_9703873,GM_Y_53_10_9703873,GM_Y_53_11_9703873,GM_X_53_12_9703873,GM_Y_53_13_9703873,GM_Y_53_14_9703873,GM_Z_53_15_9703873,,,,,,,,,,,,,,,,,,,,,
53,CE24652,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,127.5,114.1,0.057,0.056,5.42,2.2,0.149,0.064,0.021,0.275,14383980,GM_Z_53_1_14383980,GM_Z_53_2_14383980,GM_X_53_3_14383980,GM_Y_53_4_14383980,GM_Y_53_5_14383980,GM_X_53_6_14383980,GM_Y_53_7_14383980,GM_Y_53_8_14383980,GM_X_53_9_14383980,GM_Y_53_10_14383980,GM_Y_53_11_14383980,GM_X_53_12_14383980,GM_Y_53_13_14383980,GM_Y_53_14_14383980,GM_Z_53_15_14383980,,,,,,,,,,,,,,,,,,,,,
53,CE24652,Inglewood Area Earthquake of 17 May 2009,4.7,"1 mi S of Inglewood, CA",17/05/2009,8:39:36 PM PDT,Mw,SS,15,130.3,119.6,0.069,0.069,7.11,4.5,0.265,0.069,0.039,0.241,10410337,GM_Z_53_1_10410337,GM_Z_53_2_10410337,GM_X_53_3_10410337,GM_Y_53_4_10410337,GM_Y_53_5_10410337,GM_X_53_6_10410337,GM_Y_53_7_10410337,GM_Y_53_8_10410337,GM_X_53_9_10410337,GM_Y_53_10_10410337,GM_Y_53_11_10410337,GM_X_53_12_10410337,GM_Y_53_13_10410337,GM_Y_53_14_10410337,GM_Z_53_15_10410337,,,,,,,,,,,,,,,,,,,,,
53,CE24652,Encino Earthquake of 17 Mar 2014,4.4,"3.1 km (1.9 mi) SSE of Encino, CA",17/03/2014,6:25:36 AM PDT,Mw,ALL,9.9,122.6,-9999,0.011,0.01,0.75,0.3,0.03,0.005,0.002,0.028,15476961,GM_Z_53_1_15476961,GM_Z_53_2_15476961,GM_X_53_3_15476961,GM_Y_53_4_15476961,GM_Y_53_5_15476961,GM_X_53_6_15476961,GM_Y_53_7_15476961,GM_Y_53_8_15476961,GM_X_53_9_15476961,GM_Y_53_10_15476961,GM_Y_53_11_15476961,GM_X_53_12_15476961,GM_Y_53_13_15476961,GM_Y_53_14_15476961,GM_Z_53_15_15476961,,,,,,,,,,,,,,,,,,,,,
53,CE24652,South El Monte Earthquake of 18 Sep 2020,4.5,"3 km (1.875 mi) WSW of South El Monte, CA",18/09/2020,23:38:46.930 PDT,MW,,16.9,133.4,-9999,0.03,0.031,4.79,1.4,0.062,0.054,0.015,0.067,38695658,GM_Z_53_1_38695658,GM_Z_53_2_38695658,GM_X_53_3_38695658,GM_Y_53_4_38695658,GM_Y_53_5_38695658,GM_X_53_6_38695658,GM_Y_53_7_38695658,GM_Y_53_8_38695658,GM_X_53_9_38695658,GM_Y_53_10_38695658,GM_Y_53_11_38695658,GM_X_53_12_38695658,GM_Y_53_13_38695658,GM_Y_53_14_38695658,GM_Z_53_15_38695658,,,,,,,,,,,,,,,,,,,,,
54,CE24713,Big Bear City Earthquake of 22 Feb 2003,5.4,"3 mi. N of Big Bear City, CA",22/02/2003,4:19:10 AM PST,Ml,SS,12.7,169.7,158.4,0.041,0.04,8.66,7.7,0.104,0.083,0.027,0.168,13935988,GM_Z_54_1_13935988,GM_X_54_2_13935988,GM_Y_54_3_13935988,GM_Y_54_4_13935988,GM_Y_54_5_13935988,GM_Y_54_6_13935988,GM_Y_54_7_13935988,GM_X_54_8_13935988,GM_Y_54_9_13935988,GM_Y_54_10_13935988,GM_Y_54_11_13935988,GM_X_54_12_13935988,GM_X_54_13_13935988,GM_Y_54_14_13935988,GM_X_54_15_13935988,,,,,,,,,,,,,,,,,,,,,
54,CE24713,Beverly Hills Earthquake of 09 Sep 2001,4.2,"1.1 mi SE of Beverly Hills, CA",09/09/2001,4:59:18 PM PDT,Ml,,7.9,31.3,28,0.14,-1,-1,-1,-1,-1,-1,0.19,9703873,GM_Z_54_1_9703873,GM_X_54_2_9703873,GM_Y_54_3_9703873,GM_Y_54_4_9703873,GM_Y_54_5_9703873,GM_Y_54_6_9703873,GM_Y_54_7_9703873,GM_X_54_8_9703873,GM_Y_54_9_9703873,GM_Y_54_10_9703873,GM_Y_54_11_9703873,GM_X_54_12_9703873,GM_X_54_13_9703873,GM_Y_54_14_9703873,GM_X_54_15_9703873,,,,,,,,,,,,,,,,,,,,,
54,CE24713,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,47,-9999,0.063,0.063,5.29,0.9,0.183,0.052,0.005,0.086,14383980,GM_Z_54_1_14383980,GM_X_54_2_14383980,GM_Y_54_3_14383980,GM_Y_54_4_14383980,GM_Y_54_5_14383980,GM_Y_54_6_14383980,GM_Y_54_7_14383980,GM_X_54_8_14383980,GM_Y_54_9_14383980,GM_Y_54_10_14383980,GM_Y_54_11_14383980,GM_X_54_12_14383980,GM_X_54_13_14383980,GM_Y_54_14_14383980,GM_X_54_15_14383980,,,,,,,,,,,,,,,,,,,,,
54,CE24713,Borrego Springs Area Earthquake of 07 Jul 2010,5.4,"15 mi NNW of Borrego Springs, CA",07/07/2010,16:53:33 PDT,ML,SS,14,193.3,-9999,0.019,0.018,4.86,4.7,0.062,0.041,0.014,0.082,10736069,GM_Z_54_1_10736069,GM_X_54_2_10736069,GM_Y_54_3_10736069,GM_Y_54_4_10736069,GM_Y_54_5_10736069,GM_Y_54_6_10736069,GM_Y_54_7_10736069,GM_X_54_8_10736069,GM_Y_54_9_10736069,GM_Y_54_10_10736069,GM_Y_54_11_10736069,GM_X_54_12_10736069,GM_X_54_13_10736069,GM_Y_54_14_10736069,GM_X_54_15_10736069,,,,,,,,,,,,,,,,,,,,,
54,CE24713,Encino Earthquake of 17 Mar 2014,4.4,"3.1 km (1.9 mi) SSE of Encino, CA",17/03/2014,6:25:36 AM PDT,Mw,ALL,9.9,18.4,-9999,0.02,0.02,0.85,0,0.038,0.002,0,0.022,15476961,GM_Z_54_1_15476961,GM_X_54_2_15476961,GM_Y_54_3_15476961,GM_Y_54_4_15476961,GM_Y_54_5_15476961,GM_Y_54_6_15476961,GM_Y_54_7_15476961,GM_X_54_8_15476961,GM_Y_54_9_15476961,GM_Y_54_10_15476961,GM_Y_54_11_15476961,GM_X_54_12_15476961,GM_X_54_13_15476961,GM_Y_54_14_15476961,GM_X_54_15_15476961,,,,,,,,,,,,,,,,,,,,,
54,CE24713,South El Monte Earthquake of 18 Sep 2020,4.5,"3 km (1.875 mi) WSW of South El Monte, CA",18/09/2020,23:38:46.930 PDT,MW,,16.9,34.4,-9999,0.021,0.02,1.74,0.5,0.043,0.037,0.003,0.03,38695658,GM_Z_54_1_38695658,GM_X_54_2_38695658,GM_Y_54_3_38695658,GM_Y_54_4_38695658,GM_Y_54_5_38695658,GM_Y_54_6_38695658,GM_Y_54_7_38695658,GM_X_54_8_38695658,GM_Y_54_9_38695658,GM_Y_54_10_38695658,GM_Y_54_11_38695658,GM_X_54_12_38695658,GM_X_54_13_38695658,GM_Y_54_14_38695658,GM_X_54_15_38695658,,,,,,,,,,,,,,,,,,,,,
55,CE24M01,Encino Earthquake of 17 Mar 2014,4.4,"3.1 km (1.9 mi) SSE of Encino, CA",17/03/2014,6:25:36 AM PDT,Mw,ALL,9.9,196.4,183.3,0.009,0.009,2.8,1,0.022,0.021,0.008,0.041,15476961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CE25245,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,200.3,185.4,0.016,0.016,4.45,3.3,0.032,0.026,0.012,0.042,14383980,GM_Z_56_1_14383980,GM_Y_56_2_14383980,GM_X_56_3_14383980,"GM_(-x,-y)_56_4_14383980","GM_(-x,+y)_56_5_14383980",GM_X_56_6_14383980,"GM_(-x,-y)_56_7_14383980","GM_(-x,+y)_56_8_14383980",GM_X_56_9_14383980,"GM_(-x,-y)_56_10_14383980","GM_(-x,+y)_56_11_14383980",GM_X_56_12_14383980,,,,,,,,,,,,,,,,,,,,,,,,
56,CE25245,Santa Paula Earthquake of 26 Feb 2022,4,"10 km (6.25 mi) NW of Santa Paula, CA",26/02/2022,17:44:18.300 PST,MW,,19.7,16.8,-9999,0.032,0.032,1.32,0.1,0.041,0.006,0.001,0.052,40194736,GM_Z_56_1_40194736,GM_Y_56_2_40194736,GM_X_56_3_40194736,"GM_(-x,-y)_56_4_40194736","GM_(-x,+y)_56_5_40194736",GM_X_56_6_40194736,"GM_(-x,-y)_56_7_40194736","GM_(-x,+y)_56_8_40194736",GM_X_56_9_40194736,"GM_(-x,-y)_56_10_40194736","GM_(-x,+y)_56_11_40194736",GM_X_56_12_40194736,,,,,,,,,,,,,,,,,,,,,,,,
57,CE25353,Santa Cruz Is E end Earthquake of 05 Apr 2018,5.3,"28.8km (18.0mi) SW of Santa Cruz Is. E end, CA",05/04/2018,12:29:16.500 PDT,MW,SS,9.9,24.1,-9999,0.013,0.013,0.51,0,0.017,0.004,0,0.012,37908735,GM_X_57_1_37908735,GM_Z_57_2_37908735,GM_Y_57_3_37908735,GM_Y_57_4_37908735,GM_Y_57_5_37908735,GM_Z_57_6_37908735,GM_Y_57_7_37908735,GM_Y_57_8_37908735,GM_Z_57_9_37908735,GM_Y_57_10_37908735,GM_Z_57_11_37908735,GM_Z_57_12_37908735,,,,,,,,,,,,,,,,,,,,,,,,
57,CE25353,Santa Paula Earthquake of 26 Feb 2022,4,"10 km (6.25 mi) NW of Santa Paula, CA",26/02/2022,17:44:18.300 PST,MW,,19.7,20.1,15.7,0.32,-1,-1,-1,-1,-1,-1,0.65,40194736,GM_X_57_1_40194736,GM_Z_57_2_40194736,GM_Y_57_3_40194736,GM_Y_57_4_40194736,GM_Y_57_5_40194736,GM_Z_57_6_40194736,GM_Y_57_7_40194736,GM_Y_57_8_40194736,GM_Z_57_9_40194736,GM_Y_57_10_40194736,GM_Z_57_11_40194736,GM_Z_57_12_40194736,,,,,,,,,,,,,,,,,,,,,,,,
58,CE25594,Santa Cruz Is E end Earthquake of 05 Apr 2018,5.3,"28.8km (18.0mi) SW of Santa Cruz Is. E end, CA",05/04/2018,12:29:16.500 PDT,MW,SS,9.9,203.9,191.1,0.02,0.02,3.61,3,0.041,0.033,0.012,0.055,37908735,GM_Z_58_1_37908735,GM_Z_58_2_37908735,GM_Z_58_3_37908735,GM_Y_58_4_37908735,GM_Y_58_5_37908735,GM_X_58_6_37908735,GM_Y_58_7_37908735,GM_Y_58_8_37908735,GM_X_58_9_37908735,GM_Y_58_10_37908735,GM_Y_58_11_37908735,GM_X_58_12_37908735,GM_Y_58_13_37908735,GM_Y_58_14_37908735,GM_X_58_15_37908735,GM_X_58_16_37908735,GM_Z_58_17_37908735,GM_X_58_18_37908735,GM_Y_58_19_37908735,GM_Z_58_20_37908735,GM_X_58_21_37908735,GM_Y_58_22_37908735,GM_Z_58_23_37908735,GM_X_58_24_37908735,,,,,,,,,,,,
58,CE25594,Santa Paula Earthquake of 26 Feb 2022,4,"10 km (6.25 mi) NW of Santa Paula, CA",26/02/2022,17:44:18.300 PST,MW,,19.7,196.4,185.1,0.018,0.018,3.55,2.1,0.044,0.055,0.01,0.065,40194736,GM_Z_58_1_40194736,GM_Z_58_2_40194736,GM_Z_58_3_40194736,GM_Y_58_4_40194736,GM_Y_58_5_40194736,GM_X_58_6_40194736,GM_Y_58_7_40194736,GM_Y_58_8_40194736,GM_X_58_9_40194736,GM_Y_58_10_40194736,GM_Y_58_11_40194736,GM_X_58_12_40194736,GM_Y_58_13_40194736,GM_Y_58_14_40194736,GM_X_58_15_40194736,GM_X_58_16_40194736,GM_Z_58_17_40194736,GM_X_58_18_40194736,GM_Y_58_19_40194736,GM_Z_58_20_40194736,GM_X_58_21_40194736,GM_Y_58_22_40194736,GM_Z_58_23_40194736,GM_X_58_24_40194736,,,,,,,,,,,,
59,CE25949,San Simeon Earthquake of 22 Dec 2003,6.5,"11 km NE of San Simeon, CA",22/12/2003,11:15:56 AM PST,Ml,RS,4.7,39.7,-9999,-9999,-1,-1,-1,-1,-1,-1,0.025,40148755,GM_Z_59_1_40148755,"GM_(-x,+y)_59_2_40148755","GM_(+x,+y)_59_3_40148755","GM_(-x,+y)_59_4_40148755","GM_(-x,+y)_59_5_40148755","GM_(-x,+y)_59_6_40148755","GM_(-x,+y)_59_7_40148755","GM_(+x,+y)_59_8_40148755","GM_(+x,+y)_59_9_40148755","GM_(-x,+y)_59_10_40148755","GM_(-x,+y)_59_11_40148755","GM_(-x,+y)_59_12_40148755","GM_(+x,+y)_59_13_40148755","GM_(+x,+y)_59_14_40148755","GM_(+x,+y)_59_15_40148755",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,31.3,27.6,0.24,-1,-1,-1,-1,-1,-1,0.59,14383980,GM_Z_59_1_14383980,"GM_(-x,+y)_59_2_14383980","GM_(+x,+y)_59_3_14383980","GM_(-x,+y)_59_4_14383980","GM_(-x,+y)_59_5_14383980","GM_(-x,+y)_59_6_14383980","GM_(-x,+y)_59_7_14383980","GM_(+x,+y)_59_8_14383980","GM_(+x,+y)_59_9_14383980","GM_(-x,+y)_59_10_14383980","GM_(-x,+y)_59_11_14383980","GM_(-x,+y)_59_12_14383980","GM_(+x,+y)_59_13_14383980","GM_(+x,+y)_59_14_14383980","GM_(+x,+y)_59_15_14383980",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Ojai Area Earthquake of 08 May 2009,4.2,"4 mi E of Ojai, CA",08/05/2009,1:27:13 PM PDT,ML,SS,6.6,10.4,-9999,0.057,0.057,2.73,0.2,0.097,0.017,0.001,0.1,10406593,GM_Z_59_1_10406593,"GM_(-x,+y)_59_2_10406593","GM_(+x,+y)_59_3_10406593","GM_(-x,+y)_59_4_10406593","GM_(-x,+y)_59_5_10406593","GM_(-x,+y)_59_6_10406593","GM_(-x,+y)_59_7_10406593","GM_(+x,+y)_59_8_10406593","GM_(+x,+y)_59_9_10406593","GM_(-x,+y)_59_10_10406593","GM_(-x,+y)_59_11_10406593","GM_(-x,+y)_59_12_10406593","GM_(+x,+y)_59_13_10406593","GM_(+x,+y)_59_14_10406593","GM_(+x,+y)_59_15_10406593",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Encino Earthquake of 17 Mar 2014,4.4,"3.1 km (1.9 mi) SSE of Encino, CA",17/03/2014,6:25:36 AM PDT,Mw,ALL,9.9,48.8,-9999,0.04,0.04,3.45,0.4,0.071,0.031,0.003,0.081,15476961,GM_Z_59_1_15476961,"GM_(-x,+y)_59_2_15476961","GM_(+x,+y)_59_3_15476961","GM_(-x,+y)_59_4_15476961","GM_(-x,+y)_59_5_15476961","GM_(-x,+y)_59_6_15476961","GM_(-x,+y)_59_7_15476961","GM_(+x,+y)_59_8_15476961","GM_(+x,+y)_59_9_15476961","GM_(-x,+y)_59_10_15476961","GM_(-x,+y)_59_11_15476961","GM_(-x,+y)_59_12_15476961","GM_(+x,+y)_59_13_15476961","GM_(+x,+y)_59_14_15476961","GM_(+x,+y)_59_15_15476961",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Santa Cruz Is E end Earthquake of 05 Apr 2018,5.3,"28.8km (18.0mi) SW of Santa Cruz Is. E end, CA",05/04/2018,12:29:16.500 PDT,MW,SS,9.9,10.7,-9999,0.011,0.011,0.45,0.1,0.013,0.005,0,0.032,37908735,GM_Z_59_1_37908735,"GM_(-x,+y)_59_2_37908735","GM_(+x,+y)_59_3_37908735","GM_(-x,+y)_59_4_37908735","GM_(-x,+y)_59_5_37908735","GM_(-x,+y)_59_6_37908735","GM_(-x,+y)_59_7_37908735","GM_(+x,+y)_59_8_37908735","GM_(+x,+y)_59_9_37908735","GM_(-x,+y)_59_10_37908735","GM_(-x,+y)_59_11_37908735","GM_(-x,+y)_59_12_37908735","GM_(+x,+y)_59_13_37908735","GM_(+x,+y)_59_14_37908735","GM_(+x,+y)_59_15_37908735",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Camarillo Earthquake of 12 Jun 2019,3.7,"16 km (10.0 mi) S of Camarillo, CA",12/06/2019,17:07:33.670 PDT,MLR,,18.5,22.2,-9999,0.012,0.011,0.46,0.1,0.028,0.005,0,0.017,38639240,GM_Z_59_1_38639240,"GM_(-x,+y)_59_2_38639240","GM_(+x,+y)_59_3_38639240","GM_(-x,+y)_59_4_38639240","GM_(-x,+y)_59_5_38639240","GM_(-x,+y)_59_6_38639240","GM_(-x,+y)_59_7_38639240","GM_(+x,+y)_59_8_38639240","GM_(+x,+y)_59_9_38639240","GM_(-x,+y)_59_10_38639240","GM_(-x,+y)_59_11_38639240","GM_(-x,+y)_59_12_38639240","GM_(+x,+y)_59_13_38639240","GM_(+x,+y)_59_14_38639240","GM_(+x,+y)_59_15_38639240",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Ridgecrest Earthquake of 04 Jul 2019,6.4,"12 km (7.5 mi) SW of Searles Valley, CA",04/07/2019,10:33:49.040 PDT,MW,SS,10.7,19.3,-9999,0.024,0.023,0.58,0.1,0.035,0.006,0.001,0.036,38443183,GM_Z_59_1_38443183,"GM_(-x,+y)_59_2_38443183","GM_(+x,+y)_59_3_38443183","GM_(-x,+y)_59_4_38443183","GM_(-x,+y)_59_5_38443183","GM_(-x,+y)_59_6_38443183","GM_(-x,+y)_59_7_38443183","GM_(+x,+y)_59_8_38443183","GM_(+x,+y)_59_9_38443183","GM_(-x,+y)_59_10_38443183","GM_(-x,+y)_59_11_38443183","GM_(-x,+y)_59_12_38443183","GM_(+x,+y)_59_13_38443183","GM_(+x,+y)_59_14_38443183","GM_(+x,+y)_59_15_38443183",,,,,,,,,,,,,,,,,,,,,
59,CE25949,Ridgecrest Earthquake of 05 Jul 2019,7.1,"18 km (11.3 mi) W of Searles Valley, CA",05/07/2019,20:19:53.040 PDT,MW,SS,8,133.6,-9999,0.009,0.009,0.5,0.1,0.013,0.005,0,0.02,38457511,GM_Z_59_1_38457511,"GM_(-x,+y)_59_2_38457511","GM_(+x,+y)_59_3_38457511","GM_(-x,+y)_59_4_38457511","GM_(-x,+y)_59_5_38457511","GM_(-x,+y)_59_6_38457511","GM_(-x,+y)_59_7_38457511","GM_(+x,+y)_59_8_38457511","GM_(+x,+y)_59_9_38457511","GM_(-x,+y)_59_10_38457511","GM_(-x,+y)_59_11_38457511","GM_(-x,+y)_59_12_38457511","GM_(+x,+y)_59_13_38457511","GM_(+x,+y)_59_14_38457511","GM_(+x,+y)_59_15_38457511",,,,,,,,,,,,,,,,,,,,,
60,CE33372,Ridgecrest Earthquake of 06 Oct 2014,3.7,"13.8 km (8.6 mi) ENE of Ridgecrest, CA",06/10/2014,4:35:21 AM PDT,ML,SS,8.8,10.8,-9999,0.09,0.09,3.28,0.2,0.133,0.011,0.001,-9999,37048183,GM_Z_60_1_37048183,GM_Z_60_2_37048183,GM_Y_60_3_37048183,GM_Y_60_4_37048183,GM_Y_60_5_37048183,GM_Y_60_6_37048183,GM_Y_60_7_37048183,GM_Y_60_8_37048183,GM_Y_60_9_37048183,GM_Y_60_10_37048183,GM_X_60_11_37048183,GM_X_60_12_37048183,GM_X_60_13_37048183,GM_Y_60_14_37048183,GM_Z_60_15_37048183,GM_X_60_16_37048183,,,,,,,,,,,,,,,,,,,,
60,CE33372,Ridgecrest Earthquake of 01 Nov 2011,4.1,"8.4 km (5.2 mi) NNE of Ridgecrest, CA",01/11/2011,8:38:22 AM PDT,ML,,7.1,47.5,-9999,0.129,0.129,9.02,1,0.31,0.059,0.005,0.386,15071220,GM_Z_60_1_15071220,GM_Z_60_2_15071220,GM_Y_60_3_15071220,GM_Y_60_4_15071220,GM_Y_60_5_15071220,GM_Y_60_6_15071220,GM_Y_60_7_15071220,GM_Y_60_8_15071220,GM_Y_60_9_15071220,GM_Y_60_10_15071220,GM_X_60_11_15071220,GM_X_60_12_15071220,GM_X_60_13_15071220,GM_Y_60_14_15071220,GM_Z_60_15_15071220,GM_X_60_16_15071220,,,,,,,,,,,,,,,,,,,,
61,CE47231,Parkfield Earthquake of 16 May 2005,4.4,"3 miles NW of Parkfield, CA",16/05/2005,0:24:37 AM PDT,Ml,SS,10,179,-9999,0.008,0.008,0.49,0.1,0.019,0.008,0.001,0.025,40174895,GM_Y_61_1_40174895,GM_Y_61_2_40174895,GM_Z_61_3_40174895,GM_X_61_4_40174895,GM_Y_61_5_40174895,GM_Y_61_6_40174895,GM_X_61_7_40174895,GM_Y_61_8_40174895,GM_Y_61_9_40174895,GM_X_61_10_40174895,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CE47231,Parkfield Earthquake of 28 Sep 2004,6,"14 km S of Parkfield, CA",28/09/2004,10:15:24 AM PDT,Ml,,7.9,22.2,-9999,0.015,0.015,0.53,0,0.017,0.003,0,0.039,51147892,GM_Y_61_1_51147892,GM_Y_61_2_51147892,GM_Z_61_3_51147892,GM_X_61_4_51147892,GM_Y_61_5_51147892,GM_Y_61_6_51147892,GM_X_61_7_51147892,GM_Y_61_8_51147892,GM_Y_61_9_51147892,GM_X_61_10_51147892,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CE47231,New Idria Earthquake of 20 Oct 2012,5.3,"20.2 km (12.5 mi) SW of New Idria, CA",20/10/2012,11:55:09 PM PDT,ML,SS,9.4,17.1,-9999,0.044,0.042,1.42,0.2,0.085,0.009,0.001,0.15,71863625,GM_Y_61_1_71863625,GM_Y_61_2_71863625,GM_Z_61_3_71863625,GM_X_61_4_71863625,GM_Y_61_5_71863625,GM_Y_61_6_71863625,GM_X_61_7_71863625,GM_Y_61_8_71863625,GM_Y_61_9_71863625,GM_X_61_10_71863625,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CE47231,Greenfield Earthquake of 20 Jan 2015,4.4,"27.5km (17.2mi) ENE of Greenfield, CA",20/01/2015,05:21:36.960 AM PST,MW,RS,10,30.6,-9999,0.011,0.011,0.36,0,0.013,0.002,0,0.027,72383481,GM_Y_61_1_72383481,GM_Y_61_2_72383481,GM_Z_61_3_72383481,GM_X_61_4_72383481,GM_Y_61_5_72383481,GM_Y_61_6_72383481,GM_X_61_7_72383481,GM_Y_61_8_72383481,GM_Y_61_9_72383481,GM_X_61_10_72383481,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CE47231,Pinnacles Earthquake of 31 Aug 2021,4,"6 km (3.75 mi) NNW of Pinnacles, CA",31/08/2021,09:09:56.590 PDT,MW,,9,133.5,-9999,0.015,0.015,1.19,0.3,0.034,0.017,0.003,-9999,73618401,GM_Y_61_1_73618401,GM_Y_61_2_73618401,GM_Z_61_3_73618401,GM_X_61_4_73618401,GM_Y_61_5_73618401,GM_Y_61_6_73618401,GM_X_61_7_73618401,GM_Y_61_8_73618401,GM_Y_61_9_73618401,GM_X_61_10_73618401,,,,,,,,,,,,,,,,,,,,,,,,,,
62,CE47796,Aromas Earthquake of 02 Jul 2007,4.3,"1 mi ESE of Aromas, CA",02/07/2007,12:58:53 PM PDT,Mw,,8.5,21.8,-9999,0.022,0.022,0.82,0,0.049,0.002,0,0.018,51183708,GM_Z_62_1_51183708,GM_Y_62_2_51183708,GM_X_62_3_51183708,GM_Y_62_4_51183708,GM_X_62_5_51183708,GM_Y_62_6_51183708,GM_Y_62_7_51183708,GM_X_62_8_51183708,GM_Y_62_9_51183708,GM_Y_62_10_51183708,GM_X_62_11_51183708,GM_X_62_12_51183708,GM_X_62_13_51183708,GM_Y_62_14_51183708,GM_X_62_15_51183708,,,,,,,,,,,,,,,,,,,,,
62,CE47796,Hollister Earthquake of 07 Jan 2003,4.3,"3 mi. S of Hollister, CA",07/01/2003,2:29:26 PM PST,Ml,SS,8.5,67.4,-9999,0.01,0.009,0.86,0.1,0.019,0.01,0.001,0.033,40139808,GM_Z_62_1_40139808,GM_Y_62_2_40139808,GM_X_62_3_40139808,GM_Y_62_4_40139808,GM_X_62_5_40139808,GM_Y_62_6_40139808,GM_Y_62_7_40139808,GM_X_62_8_40139808,GM_Y_62_9_40139808,GM_Y_62_10_40139808,GM_X_62_11_40139808,GM_X_62_12_40139808,GM_X_62_13_40139808,GM_Y_62_14_40139808,GM_X_62_15_40139808,,,,,,,,,,,,,,,,,,,,,
